イニング,表裏,ボール,ストライク,アウト,一塁走者,二塁走者,三塁走者,投手,投手チーム名,投手投げ方,打者,打者チーム名,打者打ち方,球種,球速,投球位置,捕手構え位置,投球結果,投球,打席,打数,安打,スイング,三振四球,振り逃げ,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
1,裏,1,0,1,-,-,-,山田恭吾,金沢大学,右,泉 航平,金沢星稜大学,左,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,2,0,1,-,-,-,山田恭吾,金沢大学,右,泉 航平,金沢星稜大学,左,ストレート,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,3,0,1,-,-,-,山田恭吾,金沢大学,右,泉 航平,金沢星稜大学,左,ストレート,,14,真ん中,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
1,裏,0,0,1,○,-,-,山田恭吾,金沢大学,右,津澤泰成,金沢星稜大学,左,スライダー,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,1,0,1,○,-,-,山田恭吾,金沢大学,右,津澤泰成,金沢星稜大学,左,スライダー,,9,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,1,1,1,○,-,-,山田恭吾,金沢大学,右,津澤泰成,金沢星稜大学,左,スライダー,,9,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,1,2,1,○,-,-,山田恭吾,金沢大学,右,津澤泰成,金沢星稜大学,左,ストレート,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,2,2,1,-,-,○,山田恭吾,金沢大学,右,津澤泰成,金沢星稜大学,左,スライダー,,5,外角,インプレー,1,1,1,1,1,,-,単打,ライナー,右翼手,0,1,1,1,
1,裏,0,0,1,○,-,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,スライダー,,7,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,0,1,1,○,-,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,スライダー,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,1,1,1,-,○,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,スライダー,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,裏,2,1,1,-,○,-,山田恭吾,金沢大学,右,山本翔士,金沢星稜大学,左,ストレート,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
